Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-20,1483.5,1484.0,1483.5,1484.0,14.0,0.0,0.0
2020-03-21,1490.7666829427083,1511.6666666666667,1485.7333170572917,1511.6666666666667,26.333333333333336,0.0,0.0
2020-03-22,1498.0333658854167,1539.3333333333333,1487.9666341145833,1539.3333333333333,38.66666666666667,0.0,0.0
2020-03-23,1505.300048828125,1567.0,1490.199951171875,1567.0,51.0,0.0,0.0
2020-03-24,1592.699951171875,1685.5,1592.699951171875,1660.199951171875,442.0,0.0,0.0
2020-03-25,1676.5,1676.5,1631.0999755859375,1632.300048828125,476.0,0.0,0.0
2020-03-26,1660.5,1660.5,1650.0999755859375,1650.0999755859375,3.0,0.0,0.0
2020-03-27,1623.9000244140625,1623.9000244140625,1623.9000244140625,1623.9000244140625,100638.0,0.0,0.0
2020-03-28,1629.6666666666667,1633.5333658854167,1618.3333333333333,1623.2666829427083,72555.0,0.0,0.0
2020-03-29,1635.4333089192708,1643.1667073567708,1612.7666422526042,1622.6333414713542,44472.0,0.0,0.0
2020-03-30,1641.199951171875,1652.800048828125,1607.199951171875,1622.0,16389.0,0.0,0.0
2020-03-31,1618.699951171875,1621.0,1576.0,1583.4000244140625,2874.0,0.0,0.0
2020-04-01,1570.0,1600.0,1570.0,1578.199951171875,2158.0,0.0,0.0
2020-04-02,1590.9000244140625,1631.199951171875,1586.0,1625.699951171875,1294.0,0.0,0.0
2020-04-03,1624.5,1636.0,1619.800048828125,1633.699951171875,643.0,0.0,0.0
2020-04-04,1626.0333251953125,1656.2333170572917,1621.8333740234375,1648.13330078125,783.0,0.0,0.0
2020-04-05,1627.566650390625,1676.4666341145833,1623.86669921875,1662.566650390625,923.0,0.0,0.0
2020-04-06,1629.0999755859375,1696.699951171875,1625.9000244140625,1677.0,1063.0,0.0,0.0
2020-04-07,1695.699951171875,1724.4000244140625,1658.0,1664.800048828125,1144.0,0.0,0.0
2020-04-08,1669.699951171875,1677.0,1662.5,1665.4000244140625,747.0,0.0,0.0
2020-04-09,1662.699951171875,1736.199951171875,1662.699951171875,1736.199951171875,825.0,0.0,0.0
2020-04-10,1677.5249633789062,1741.3499755859375,1674.699951171875,1738.3499755859375,792.75,0.0,0.0
2020-04-11,1692.3499755859375,1746.5,1686.699951171875,1740.5,760.5,0.0,0.0
2020-04-12,1707.1749877929688,1751.6500244140625,1698.699951171875,1742.6500244140625,728.25,0.0,0.0
2020-04-13,1722.0,1756.800048828125,1710.699951171875,1744.800048828125,696.0,0.0,0.0
2020-04-14,1756.800048828125,1775.0,1739.5,1756.699951171875,675.0,0.0,0.0
2020-04-15,1739.4000244140625,1744.9000244140625,1722.699951171875,1727.199951171875,642.0,0.0,0.0
2020-04-16,1731.0,1750.5999755859375,1715.0,1720.4000244140625,162.0,0.0,0.0
2020-04-17,1715.699951171875,1725.0,1684.9000244140625,1689.199951171875,223.0,0.0,0.0
2020-04-18,1705.7999674479167,1717.1999918619792,1683.2666829427083,1693.3332926432292,184.0,0.0,0.0
2020-04-19,1695.8999837239583,1709.3999837239583,1681.6333414713542,1697.4666341145833,145.0,0.0,0.0
2020-04-20,1686.0,1701.5999755859375,1680.0,1701.5999755859375,106.0,0.0,0.0
2020-04-21,1697.0,1707.0999755859375,1659.9000244140625,1678.199951171875,666.0,0.0,0.0
2020-04-22,1696.0,1728.699951171875,1684.800048828125,1728.699951171875,453.0,0.0,0.0
2020-04-23,1734.0,1745.0999755859375,1733.300048828125,1733.300048828125,482.0,0.0,0.0
2020-04-24,1744.0,1744.0,1714.5,1723.5,221.0,0.0,0.0
2020-04-25,1739.9666748046875,1739.9666748046875,1713.6333414713542,1719.6333414713542,203.66666666666666,0.0,0.0
2020-04-26,1735.933349609375,1735.933349609375,1712.7666829427083,1715.7666829427083,186.33333333333334,0.0,0.0
2020-04-27,1731.9000244140625,1731.9000244140625,1711.9000244140625,1711.9000244140625,169.0,0.0,0.0
2020-04-28,1716.5999755859375,1716.5999755859375,1707.0999755859375,1710.5,1255.0,0.0,0.0
2020-04-29,1710.0,1713.5,1702.0,1703.4000244140625,373.0,0.0,0.0
2020-04-30,1719.300048828125,1719.300048828125,1680.800048828125,1684.199951171875,327.0,0.0,0.0
2020-05-01,1686.5999755859375,1701.5,1670.5,1694.5,337.0,0.0,0.0
2020-05-02,1691.9333089192708,1704.0,1680.1999918619792,1698.6333414713542,331.3333333333333,0.0,0.0
2020-05-03,1697.2666422526042,1706.5,1689.8999837239583,1702.7666829427083,325.6666666666667,0.0,0.0
2020-05-04,1702.5999755859375,1709.0,1699.5999755859375,1706.9000244140625,320.0,0.0,0.0
2020-05-05,1701.5,1704.4000244140625,1697.199951171875,1704.4000244140625,82.0,0.0,0.0
2020-05-06,1704.0,1704.0,1684.199951171875,1684.199951171875,469.0,0.0,0.0
2020-05-07,1686.199951171875,1721.800048828125,1685.5999755859375,1721.800048828125,853.0,0.0,0.0
2020-05-08,1726.199951171875,1728.9000244140625,1703.800048828125,1709.9000244140625,330.0,0.0,0.0
2020-05-09,1718.2333170572917,1720.7666829427083,1699.2666829427083,1705.0333658854167,469.66666666666663,0.0,0.0
2020-05-10,1710.2666829427083,1712.6333414713542,1694.7333170572917,1700.1667073567708,609.3333333333333,0.0,0.0
2020-05-11,1702.300048828125,1704.5,1690.199951171875,1695.300048828125,749.0,0.0,0.0
2020-05-12,1699.300048828125,1713.0999755859375,1699.300048828125,1704.4000244140625,324.0,0.0,0.0
2020-05-13,1702.0,1721.300048828125,1701.9000244140625,1713.9000244140625,431.0,0.0,0.0
2020-05-14,1724.300048828125,1743.0999755859375,1720.5,1738.0999755859375,672.0,0.0,0.0
2020-05-15,1739.699951171875,1753.4000244140625,1739.699951171875,1753.4000244140625,719.0,0.0,0.0
2020-05-16,1745.0332845052083,1759.1000162760417,1737.066650390625,1746.2000325520833,555.6666666666666,0.0,0.0
2020-05-17,1750.3666178385417,1764.8000081380208,1734.433349609375,1739.0000406901042,392.3333333333333,0.0,0.0
2020-05-18,1755.699951171875,1770.5,1731.800048828125,1731.800048828125,229.0,0.0,0.0
2020-05-19,1744.199951171875,1749.5,1744.199951171875,1744.199951171875,167.0,0.0,0.0
2020-05-20,1751.5999755859375,1752.0999755859375,1745.5999755859375,1750.5999755859375,16.0,0.0,0.0
2020-05-21,1746.800048828125,1746.800048828125,1720.5,1720.5,528.0,0.0,0.0
2020-05-22,1726.5999755859375,1734.5999755859375,1726.5999755859375,1734.5999755859375,6.0,0.0,0.0
2020-05-23,1726.5499877929688,1732.5499877929688,1721.1499938964844,1727.1499938964844,14.25,0.0,0.0
2020-05-24,1726.5,1730.5,1715.7000122070312,1719.7000122070312,22.5,0.0,0.0
2020-05-25,1726.4500122070312,1728.4500122070312,1710.2500305175781,1712.2500305175781,30.75,0.0,0.0
2020-05-26,1726.4000244140625,1726.4000244140625,1704.800048828125,1704.800048828125,39.0,0.0,0.0
2020-05-27,1685.5999755859375,1710.300048828125,1685.5999755859375,1710.300048828125,137416.0,0.0,0.0
2020-05-28,1709.300048828125,1727.800048828125,1705.0,1713.300048828125,23355.0,0.0,0.0
2020-05-29,1718.800048828125,1738.300048828125,1715.0999755859375,1736.9000244140625,1526.0,0.0,0.0
2020-05-30,1726.0000406901042,1741.2000325520833,1719.0999755859375,1737.2000325520833,1307.6666666666667,0.0,0.0
2020-05-31,1733.2000325520833,1744.1000162760417,1723.0999755859375,1737.5000406901042,1089.3333333333333,0.0,0.0
2020-06-01,1740.4000244140625,1747.0,1727.0999755859375,1737.800048828125,871.0,0.0,0.0
2020-06-02,1743.0,1745.5,1721.800048828125,1725.199951171875,741.0,0.0,0.0
2020-06-03,1726.300048828125,1726.300048828125,1684.5,1697.800048828125,2755.0,0.0,0.0
2020-06-04,1694.5,1718.9000244140625,1694.5,1718.9000244140625,807.0,0.0,0.0
2020-06-05,1711.800048828125,1711.800048828125,1668.5999755859375,1676.199951171875,1502.0,0.0,0.0
2020-06-06,1700.9000244140625,1707.6667073567708,1671.0333251953125,1683.566650390625,1197.0,0.0,0.0
2020-06-07,1690.0,1703.5333658854167,1673.4666748046875,1690.933349609375,892.0,0.0,0.0
2020-06-08,1679.0999755859375,1699.4000244140625,1675.9000244140625,1698.300048828125,587.0,0.0,0.0
2020-06-09,1694.5999755859375,1720.9000244140625,1692.0,1714.699951171875,690.0,0.0,0.0
2020-06-10,1716.0999755859375,1740.800048828125,1711.9000244140625,1713.300048828125,718.0,0.0,0.0
2020-06-11,1737.199951171875,1744.0999755859375,1720.0,1732.0,347.0,0.0,0.0
2020-06-12,1724.9000244140625,1743.0,1724.9000244140625,1729.300048828125,318.0,0.0,0.0
2020-06-13,1726.6000162760417,1738.6666666666667,1717.7000325520833,1726.300048828125,274.6666666666667,0.0,0.0
2020-06-14,1728.3000081380208,1734.3333333333333,1710.5000406901042,1723.300048828125,231.33333333333331,0.0,0.0
2020-06-15,1730.0,1730.0,1703.300048828125,1720.300048828125,188.0,0.0,0.0
2020-06-16,1726.300048828125,1729.5999755859375,1722.4000244140625,1729.5999755859375,22.0,0.0,0.0
2020-06-17,1714.699951171875,1729.199951171875,1714.699951171875,1729.199951171875,51.0,0.0,0.0
2020-06-18,1730.5,1734.0999755859375,1717.300048828125,1724.800048828125,110.0,0.0,0.0
2020-06-19,1723.699951171875,1750.699951171875,1723.5,1745.9000244140625,1329.0,0.0,0.0
2020-06-20,1734.199951171875,1756.3332926432292,1732.5,1749.5,1338.0,0.0,0.0
2020-06-21,1744.699951171875,1761.9666341145833,1741.5,1753.0999755859375,1347.0,0.0,0.0
2020-06-22,1755.199951171875,1767.5999755859375,1750.5,1756.699951171875,1356.0,0.0,0.0
2020-06-23,1755.4000244140625,1776.300048828125,1754.199951171875,1772.0999755859375,666.0,0.0,0.0
2020-06-24,1778.300048828125,1783.0999755859375,1764.5,1765.800048828125,961.0,0.0,0.0
2020-06-25,1761.699951171875,1764.800048828125,1759.800048828125,1762.0999755859375,207.0,0.0,0.0
2020-06-26,1766.0,1772.5,1764.699951171875,1772.5,640.0,0.0,0.0
2020-06-27,1770.6000162760417,1775.066650390625,1767.8999837239583,1773.2666829427083,621.3333333333334,0.0,0.0
2020-06-28,1775.2000325520833,1777.63330078125,1771.1000162760417,1774.0333658854167,602.6666666666666,0.0,0.0
2020-06-29,1779.800048828125,1780.199951171875,1774.300048828125,1774.800048828125,584.0,0.0,0.0
2020-06-30,1777.300048828125,1793.199951171875,1774.4000244140625,1793.0,986.0,0.0,0.0
2020-07-01,1793.5999755859375,1798.0,1765.800048828125,1773.199951171875,331.0,0.0,0.0
2020-07-02,1773.4000244140625,1784.0,1768.699951171875,1784.0,215.0,0.0,0.0
2020-07-03,1777.1000061035156,1785.5249938964844,1773.574951171875,1785.125,204.25,0.0,0.0
2020-07-04,1780.7999877929688,1787.0499877929688,1778.449951171875,1786.25,193.5,0.0,0.0
2020-07-05,1784.4999694824219,1788.5749816894531,1783.324951171875,1787.375,182.75,0.0,0.0
2020-07-06,1788.199951171875,1790.0999755859375,1788.199951171875,1788.5,172.0,0.0,0.0
2020-07-07,1789.300048828125,1804.199951171875,1783.300048828125,1804.199951171875,751.0,0.0,0.0
2020-07-08,1801.5,1817.9000244140625,1801.5,1815.5,209.0,0.0,0.0
2020-07-09,1816.0999755859375,1819.800048828125,1799.199951171875,1799.199951171875,396.0,0.0,0.0
2020-07-10,1805.5,1805.5,1797.699951171875,1798.199951171875,236.0,0.0,0.0
2020-07-11,1805.3333333333333,1807.3333333333333,1800.13330078125,1802.4666341145833,212.0,0.0,0.0
2020-07-12,1805.1666666666667,1809.1666666666667,1802.566650390625,1806.7333170572917,188.0,0.0,0.0
2020-07-13,1805.0,1811.0,1805.0,1811.0,164.0,0.0,0.0
2020-07-14,1791.0,1811.5,1791.0,1810.5999755859375,339.0,0.0,0.0
2020-07-15,1806.0999755859375,1813.5,1806.0999755859375,1811.4000244140625,167.0,0.0,0.0
2020-07-16,1810.9000244140625,1810.9000244140625,1794.300048828125,1798.699951171875,146.0,0.0,0.0
2020-07-17,1798.5,1810.0999755859375,1798.5,1808.300048828125,24.0,0.0,0.0
